playerA_hand,playerA_ht,playerA_ioc,playerB_hand,playerB_ht,playerB_ioc,playerA_total_aces,playerA_total_df,playerB_total_aces,playerB_total_df,playerA_is_head,playerB_is_head,ranking_diff,age_diff
R,193,RUS,R,185,CZE,2825,661,807,363,false,false,56,1
R,193,RUS,R,196,BLR,2839,666,2392,892,true,false,64,3
R,185,CZE,L,188,GEO,811,367,413,523,false,false,6,2
R,180,ARM,R,188,RUS,845,630,3,1,false,false,192,12
R,178,RUS,R,193,UKR,526,429,3,0,false,false,478,5
R,185,RUS,R,183,USA,142,133,694,662,false,false,24,9
L,190,DEN,R,188,DEN,860,335,454,264,false,false,153,8
R,183,SWE,R,183,ESP,1014,655,385,397,false,false,24,6
R,183,RUS,R,201,SUI,779,584,1378,882,false,true,109,11
R,180,RUS,R,196,CZE,22,22,200,90,false,false,180,4
R,180,SVK,R,188,SUI,479,317,449,207,false,false,73,6
R,180,BLR,R,188,BEL,601,429,176,102,false,true,66,0
R,183,SVK,R,180,SWE,1527,1119,1811,580,true,false,27,3
R,183,ITA,R,193,SWE,61,207,540,228,false,false,5,3
L,193,GBR,R,208,CRO,2065,815,936,289,true,false,18,6
R,190,FRA,R,178,RUS,856,384,429,355,false,false,302,2
R,198,SWE,R,190,CZE,837,278,58,36,false,false,71,3
R,185,CZE,R,193,RUS,818,370,2851,670,false,true,61,1
R,178,RUS,R,180,ARM,529,429,846,630,true,false,17,8
L,190,DEN,R,185,RUS,864,335,148,135,false,false,42,10
R,183,RUS,R,183,SWE,784,586,1015,658,true,false,17,10
R,180,RUS,R,180,SVK,24,26,487,323,false,false,162,1
R,183,SVK,R,180,BLR,1533,1119,607,433,true,false,151,0
L,193,GBR,R,183,ITA,2068,820,61,211,false,false,44,8
R,198,SWE,R,190,FRA,848,282,859,385,true,false,45,7
R,178,RUS,R,185,CZE,531,432,825,378,true,false,27,2
R,183,RUS,L,190,DEN,789,586,867,336,false,false,55,9
R,183,SVK,R,180,RUS,1541,1123,27,26,false,false,199,3
L,193,GBR,R,198,SWE,2093,823,874,287,false,true,67,9
R,178,RUS,R,183,RUS,532,436,791,590,true,false,10,1
L,193,GBR,R,183,SVK,2101,826,1543,1125,false,false,64,5
R,178,RUS,L,193,GBR,533,439,2112,830,true,false,38,8
R,190,ESP,R,183,CRO,1808,819,17,16,false,false,143,6
R,178,CRO,R,185,CZE,92,99,537,231,false,false,293,1
R,183,ESP,R,193,GER,56,33,245,277,false,false,9,11
R,175,ESP,L,188,FRA,482,914,880,483,false,false,290,5
R,183,ITA,R,188,SRB,61,218,26,21,false,false,303,5
R,180,FRA,R,188,CZE,15,22,532,594,false,false,105,6
R,193,BEL,R,175,FRA,122,66,201,167,false,false,14,4
R,168,BEL,R,188,SVK,286,451,899,799,false,true,19,7
R,185,ARG,R,180,FRA,1040,629,106,67,false,false,45,2
R,180,ESP,R,180,CRO,745,618,8,8,false,false,69,6
R,190,ESP,R,185,FRA,603,186,218,355,false,true,215,6
R,178,CZE,R,185,RUS,130,90,151,136,false,false,88,7
R,183,BRA,R,183,SUI,475,348,45,35,false,false,75,5
R,188,ESP,R,198,ROU,28,25,277,135,false,false,53,1
R,170,BEL,R,190,ARG,271,526,517,341,false,false,32,4
R,190,CZE,R,183,ESP,1120,574,119,132,true,false,85,3
R,190,ESP,R,178,CRO,1808,820,92,99,false,false,449,2
R,175,ESP,R,183,ESP,483,919,60,38,true,false,69,7
R,183,ITA,R,180,FRA,62,219,17,22,false,false,158,1
R,193,BEL,R,168,BEL,134,69,287,456,false,false,9,1
R,185,ARG,R,180,ESP,1041,630,748,618,false,false,155,1
R,190,ESP,R,178,CZE,608,188,133,91,false,false,44,3
R,188,ESP,R,183,BRA,28,27,475,353,false,false,60,3
R,190,CZE,R,170,BEL,1127,575,273,527,false,false,102,4
R,190,ESP,R,175,ESP,1811,824,483,921,true,false,57,2
R,183,ITA,R,193,BEL,62,222,134,71,false,false,44,0
R,185,ARG,R,190,ESP,1049,630,609,190,true,false,57,5
R,188,ESP,R,190,CZE,29,29,1132,578,false,true,115,8
R,183,ITA,R,190,ESP,62,223,1814,826,false,true,61,5
R,185,ARG,R,188,ESP,1052,630,29,30,false,false,96,5
R,185,ARG,R,183,ITA,1053,635,62,223,true,false,23,4
R,193,GER,R,190,ESP,249,279,1817,829,true,false,96,2
R,183,ESP,R,185,ISR,121,136,427,208,false,false,20,1
R,190,ARG,R,170,BEL,522,342,273,528,false,true,21,4
R,183,ITA,R,180,ESP,64,224,552,538,false,false,11,7
R,190,BRA,R,180,ESP,2494,598,52,58,false,false,73,2
R,185,FRA,R,188,BRA,179,153,2,2,false,false,157,2
L,183,ARG,R,173,MON,722,933,126,250,false,false,10,4
R,175,ARG,L,175,BRA,756,735,100,96,false,false,93,2
R,190,ARG,R,183,BRA,968,760,476,355,false,false,4,1
R,175,ESP,R,188,ECU,220,356,1404,670,false,false,4,6
L,188,ESP,R,185,ARG,313,236,1053,637,true,false,33,6
R,183,ARG,R,188,ESP,1151,601,853,729,false,false,65,3
R,175,ESP,R,183,ARG,384,316,918,684,true,false,91,2
R,173,ESP,R,183,ESP,651,396,386,399,false,true,31,2
R,180,PER,R,?,BRA,407,293,4,1,false,false,300,5
R,185,ARG,R,183,CHI,41,49,1053,654,false,false,171,5
R,193,GER,R,183,ESP,251,283,121,137,false,true,23,3
R,190,ARG,R,183,ITA,530,342,65,228,true,false,49,1
R,190,BRA,R,185,FRA,2498,602,179,155,false,false,68,10
L,183,ARG,R,175,ARG,726,940,756,737,true,false,99,3
R,190,ARG,R,175,ESP,968,762,220,356,true,false,26,3
R,183,ARG,L,188,ESP,1157,602,316,241,false,false,87,7
R,173,ESP,R,175,ESP,655,402,387,317,false,true,30,4
R,180,PER,R,185,ARG,409,295,42,50,false,false,116,4
R,190,ARG,R,193,GER,535,347,259,288,false,true,11,8
R,190,BRA,L,183,ARG,2502,606,735,944,true,false,116,1
R,183,ARG,R,190,ARG,1163,608,970,765,false,true,20,3
R,180,PER,R,173,ESP,414,297,659,403,false,true,19,4
R,190,BRA,R,190,ARG,2510,607,537,352,true,false,75,6
R,183,ARG,R,180,PER,1182,612,422,301,false,false,47,4
R,190,BRA,R,183,ARG,2518,610,1190,613,true,false,4,0
R,188,USA,R,185,NED,3056,715,197,191,false,false,86,6
R,178,RUS,R,?,ARG,94,127,1,2,false,false,275,6
R,190,USA,R,188,USA,2707,816,5,2,false,false,905,9
R,183,GER,R,175,USA,540,488,68,100,false,false,90,3
R,183,USA,R,180,SWE,700,666,1816,584,false,false,202,1
L,190,AUS,R,180,ESP,2812,958,1104,699,false,true,40,3
R,185,RUS,R,196,CRO,158,139,667,300,false,true,2,1
R,185,USA,R,183,ARG,774,423,28,49,false,false,74,0
R,183,GER,R,183,USA,1459,906,162,189,false,false,74,2
R,185,RUS,R,208,CRO,239,158,944,296,true,false,4,4
R,196,RSA,R,185,FRA,410,113,1090,437,false,false,36,6
R,183,USA,R,185,USA,643,359,1,0,false,false,386,5
R,198,ROU,R,185,RSA,285,136,1664,605,false,false,27,10
R,193,SWE,R,185,BEL,545,230,1384,510,true,false,11,4
R,173,PHI,R,173,MON,295,253,129,256,false,false,71,3
R,196,NED,R,183,SUI,1231,484,46,55,false,false,342,0
R,188,USA,R,178,RUS,3067,717,95,128,false,false,113,1
R,190,USA,R,183,GER,2723,820,542,491,false,true,17,2
R,183,USA,L,190,AUS,701,668,2819,962,true,false,102,3
R,185,USA,R,185,RUS,778,423,159,141,false,false,46,4
R,183,GER,R,185,RUS,1462,906,241,160,false,false,28,5
R,183,USA,R,196,RSA,649,360,421,116,false,false,74,4
R,198,ROU,R,193,SWE,297,138,550,235,false,false,28,3
R,196,NED,R,173,PHI,1235,489,303,255,false,false,174,2
R,188,USA,R,190,USA,3080,718,2744,825,false,true,56,5
R,183,USA,R,185,USA,702,669,780,427,true,false,8,5
R,183,GER,R,183,USA,1469,910,651,365,true,false,19,5
R,198,ROU,R,196,NED,306,140,1239,490,false,true,56,3
R,183,USA,R,188,USA,706,672,3086,723,false,true,26,8
R,183,GER,R,198,ROU,1477,915,319,144,false,false,29,4
R,183,USA,R,183,GER,709,674,1486,923,false,false,17,3
R,185,SUI,L,183,GBR,2516,989,63,38,false,false,294,2
L,185,COL,L,188,AUT,16,17,119,231,false,false,71,10
R,178,FRA,R,175,ESP,797,533,487,925,false,false,8,6
R,180,SWE,R,183,GER,1838,588,1506,934,false,true,90,3
L,188,ESP,R,185,GBR,1377,543,22,11,false,false,507,1
R,190,FRA,L,190,FRA,872,389,712,443,false,false,33,4
R,188,BEL,R,193,GBR,196,107,236,91,false,false,63,0
R,208,CRO,R,185,THA,960,303,1542,868,false,false,48,0
R,190,ESP,R,180,FRA,1846,838,113,79,false,false,86,3
R,185,CZE,R,180,ESP,837,382,1117,706,false,true,18,5
R,180,ARM,R,175,ESP,855,633,16,51,false,false,72,10
R,185,RUS,R,193,RUS,259,167,2859,676,false,false,55,3
L,193,CRO,R,183,RUS,1521,582,802,591,true,false,380,11
R,183,ITA,R,178,GBR,69,231,143,119,false,false,249,5
L,188,GEO,R,193,BEL,418,530,142,83,false,false,62,2
R,180,AUS,L,183,AUT,2094,1271,556,357,true,false,32,0
R,175,ARG,R,196,RSA,624,443,436,119,false,false,103,3
R,190,GER,L,190,AUS,100,68,2849,969,false,false,30,13
R,188,SVK,R,180,ESP,904,801,53,67,false,false,12,4
R,185,RSA,R,193,CRO,1677,607,2939,734,true,false,53,7
R,183,SWE,R,185,NED,1024,665,992,489,true,false,52,6
R,180,TPE,R,198,CZE,40,34,352,263,false,false,32,8
R,198,SWE,R,173,FRA,908,289,1305,755,false,true,4,5
R,188,USA,R,183,ESP,1386,525,8,14,false,false,208,0
R,175,FRA,R,188,FRA,1549,468,125,99,true,false,73,3
R,190,FRA,R,168,BEL,728,446,291,460,false,true,5,6
R,180,ITA,R,190,CZE,15,4,63,38,false,false,100,2
R,190,USA,R,196,BLR,2764,828,2413,897,false,false,56,1
R,183,USA,R,180,SRB,660,367,72,23,false,false,102,2
L,188,ESP,R,188,USA,331,252,177,85,true,false,101,8
L,175,AUT,R,190,ARG,790,753,544,356,false,false,2,6
R,183,ESP,R,190,FRA,1528,966,1351,937,true,false,483,6
R,185,GBR,R,183,ESP,1607,1037,124,140,false,false,83,3
R,188,SUI,R,183,BRA,456,211,477,366,false,false,69,5
R,175,ESP,R,198,ROU,236,359,324,151,false,false,26,0
L,175,MAR,R,185,BRA,825,377,333,350,false,false,216,3
R,183,CHI,R,183,ARG,1293,1023,31,51,false,false,82,1
R,185,RUS,R,185,NED,170,150,202,200,false,false,51,8
R,196,NED,R,178,RUS,1260,502,541,447,false,true,3,2
R,196,AUS,R,170,BEL,2564,899,276,528,false,false,105,2
R,185,BEL,R,190,CZE,1391,512,1134,582,false,true,35,6
R,188,GER,R,185,FRA,1750,963,1110,438,false,true,8,5
R,180,SVK,R,?,GBR,502,328,37,42,false,false,167,1
R,180,ESP,R,188,ITA,738,723,39,30,false,false,112,0
R,183,SVK,R,183,ESP,1547,1127,389,400,false,true,29,0
L,170,GBR,R,180,ESP,11,26,1061,442,false,false,424,5
R,185,FRA,R,196,CZE,142,128,203,96,false,false,15,4
R,196,CRO,R,180,PER,684,305,423,306,false,false,27,3
R,180,GER,R,193,SWE,1141,987,561,241,false,false,29,9
L,193,GBR,R,188,ITA,2132,835,1017,478,false,false,53,1
R,180,ESP,R,188,DEN,556,546,473,277,false,false,507,6
R,183,USA,R,180,AUS,717,680,95,51,true,false,104,9
R,190,ARG,R,183,GER,974,768,542,494,false,false,76,4
R,190,SWE,R,173,ESP,1866,1233,681,413,false,false,45,3
R,198,USA,R,185,ARG,1460,603,1064,646,false,false,1,7
R,193,NED,R,?,GBR,974,847,49,35,false,false,228,5
R,201,GER,R,183,CHI,351,422,1062,659,false,false,78,3
R,175,ESP,R,188,CZE,392,318,537,605,false,false,38,6
L,190,DEN,R,185,FRA,883,345,186,168,false,false,2,13
R,183,ROU,R,180,ISR,1265,525,60,20,false,false,343,6
R,188,USA,R,185,PAR,1128,854,333,174,false,false,169,4
R,185,ITA,R,185,NED,23,24,155,153,false,false,56,5
R,183,AUT,L,185,USA,86,81,249,131,false,false,19,7
R,188,USA,R,178,TPE,3104,728,17,10,false,false,179,2
R,185,SUI,L,185,COL,2522,990,18,18,false,false,137,2
R,180,SWE,R,178,FRA,1844,588,802,534,true,false,70,2
L,188,ESP,R,190,FRA,1400,548,887,392,false,false,61,6
R,208,CRO,R,188,BEL,1001,311,200,117,false,false,37,1
R,190,ESP,R,185,CZE,1860,843,844,388,false,false,60,2
R,185,RUS,R,180,ARM,274,175,868,640,false,false,22,10
L,193,CRO,R,183,ITA,1542,594,78,236,false,true,363,10
R,180,AUS,L,188,GEO,2103,1276,423,538,false,false,35,0
R,190,GER,R,175,ARG,107,70,631,451,false,false,63,2
R,185,RSA,R,188,SVK,1689,608,908,805,false,false,6,2
R,183,SWE,R,180,TPE,1032,667,46,38,false,false,74,12
R,198,SWE,R,188,USA,935,293,1411,529,false,true,23,1
R,175,FRA,R,190,FRA,1561,468,734,450,false,true,56,3
R,190,USA,R,180,ITA,2784,829,24,11,false,false,134,1
R,183,USA,L,188,ESP,671,368,339,261,false,true,6,1
R,183,ESP,L,175,AUT,1530,971,800,753,false,false,90,3
R,185,GBR,R,188,SUI,1611,1043,460,215,false,false,131,1
L,175,MAR,R,175,ESP,831,377,246,364,false,true,10,8
R,183,CHI,R,185,RUS,1305,1030,175,152,false,false,38,3
R,196,AUS,R,196,NED,2589,907,1283,509,false,false,39,2
R,185,BEL,R,188,GER,1407,514,1753,970,false,true,49,3
R,180,SVK,R,180,ESP,508,332,742,723,false,true,52,0
R,183,SVK,L,170,GBR,1552,1129,17,30,false,false,454,3
R,196,CRO,R,185,FRA,699,309,147,130,false,false,17,2
R,180,GER,L,193,GBR,1144,990,2153,851,false,true,157,2
R,183,USA,R,180,ESP,727,682,559,554,false,false,97,0
R,190,SWE,R,190,ARG,1875,1238,982,770,false,true,39,6
R,193,NED,R,198,USA,981,850,1471,609,false,false,49,6
R,201,GER,R,175,ESP,356,424,392,321,false,false,12,4
L,190,DEN,R,183,ROU,901,348,1271,526,false,true,82,1
R,188,USA,R,185,ITA,1137,864,24,32,false,false,112,10
R,188,USA,R,183,AUT,3117,731,90,84,false,false,126,2
R,185,SUI,R,180,SWE,2533,992,1848,588,true,false,122,7
R,208,CRO,L,188,ESP,1041,317,1414,552,false,false,40,3
R,190,ESP,R,185,RUS,1876,846,277,178,false,false,63,6
R,180,AUS,L,193,CRO,2115,1280,1557,603,true,false,405,9
R,190,GER,R,185,RSA,113,74,1698,612,false,false,16,12
R,198,SWE,R,183,SWE,974,297,1052,676,false,false,16,11
R,175,FRA,R,190,USA,1570,471,2799,834,true,false,71,1
R,183,USA,R,183,ESP,685,369,1532,973,false,false,29,3
R,185,GBR,L,175,MAR,1618,1048,837,380,true,false,33,1
R,196,AUS,R,183,CHI,2616,916,1322,1039,true,false,9,4
R,185,BEL,R,180,SVK,1415,518,516,343,true,false,20,1
R,196,CRO,R,183,SVK,711,315,1556,1130,false,false,38,6
R,183,USA,R,180,GER,730,685,1144,995,false,false,22,1
R,193,NED,R,190,SWE,999,854,1895,1245,false,true,34,3
R,201,GER,L,190,DEN,362,427,907,349,false,false,13,4
R,188,USA,R,188,USA,3133,732,1143,867,true,false,29,2
R,185,SUI,R,208,CRO,2539,993,1055,319,false,false,61,3
R,180,AUS,R,190,ESP,2119,1287,1890,851,false,true,3,4
R,190,GER,R,198,SWE,137,76,997,307,false,false,23,1
R,175,FRA,R,183,USA,1584,472,689,371,true,false,21,5
R,185,GBR,R,196,AUS,1640,1053,2638,923,false,false,11,2
R,196,CRO,R,185,BEL,718,317,1416,519,false,false,12,3
R,193,NED,R,183,USA,1006,855,736,689,true,false,7,2
R,188,USA,R,201,GER,3144,732,365,429,false,false,88,6
R,185,SUI,R,180,AUS,2558,993,2123,1294,false,true,9,1
R,175,FRA,R,190,GER,1590,475,138,77,false,false,53,6
R,196,CRO,R,185,GBR,730,322,1645,1059,false,false,57,9
R,188,USA,R,193,NED,3164,738,1011,855,true,false,21,6
R,185,SUI,R,175,FRA,2564,996,1592,477,false,true,12,4
R,188,USA,R,196,CRO,3175,746,742,328,false,false,61,1
R,185,SUI,R,188,USA,2576,999,3186,751,true,false,1,1
R,188,FRA,R,180,AUS,7,5,25,16,false,false,106,4
R,183,GER,R,185,CHN,548,498,6,7,false,false,639,5
R,188,ITA,R,188,CZE,1023,479,542,615,false,true,32,3
L,185,FIN,R,175,GER,435,352,121,104,false,false,129,1
R,188,USA,R,196,AUS,194,88,2648,925,false,false,36,1
L,193,LUX,R,173,MON,148,53,136,261,false,true,33,4
L,190,DEN,R,190,CZE,911,352,66,39,false,false,20,6
L,190,AUS,R,180,KOR,2849,969,463,285,false,false,36,5
L,175,BRA,R,183,AUT,102,97,93,90,false,false,47,1
R,180,SRB,R,185,NED,81,25,209,204,false,false,61,8
R,188,DEN,R,170,BEL,490,284,277,532,false,true,150,2
R,185,ARG,R,188,ESP,1072,649,34,33,true,false,86,5
R,190,USA,R,183,SVK,2810,835,1,7,false,false,263,4
R,?,CHN,R,178,CZE,16,13,138,94,false,false,521,3
R,183,NED,R,198,CZE,5,4,359,267,false,false,156,3
R,190,CZE,R,180,TPE,1140,583,46,39,false,false,65,8
R,183,GER,R,188,FRA,553,502,9,6,false,false,89,8
R,188,ITA,L,185,FIN,1028,481,437,356,false,true,33,9
L,193,LUX,R,188,USA,161,57,211,96,false,false,39,7
L,190,DEN,L,190,AUS,916,354,2864,974,true,false,3,2
L,175,BRA,R,180,SRB,110,99,87,35,false,false,45,3
R,185,ARG,R,188,DEN,1089,650,497,290,true,false,238,3
R,190,USA,R,?,CHN,2824,840,20,16,false,false,572,2
R,190,CZE,R,183,NED,1146,585,8,5,false,false,267,4
R,183,GER,R,188,ITA,559,503,1035,481,false,false,29,4
L,190,DEN,L,193,LUX,924,355,164,60,false,false,14,10
R,185,ARG,L,175,BRA,1091,653,111,102,false,false,36,3
R,190,CZE,R,190,USA,1149,589,2831,843,false,true,46,2
R,183,GER,L,190,DEN,562,506,929,360,false,false,30,3
R,185,ARG,R,190,CZE,1100,654,1151,590,false,false,3,3
R,185,ARG,R,183,GER,1106,657,562,510,false,false,102,2
R,190,ESP,R,185,ISR,1899,853,235,153,false,false,0,2
R,178,USA,R,175,FRA,196,187,205,168,false,false,0,2
R,188,IND,R,173,IND,44,28,2,3,false,false,0,4
R,188,FRA,L,185,ESP,129,101,94,126,false,true,0,5
R,193,NED,R,173,THA,1012,856,20,23,false,false,0,5
L,188,AUT,R,178,IND,122,233,0,2,false,false,1061,12
R,185,NED,R,173,ESP,213,205,687,418,true,false,0,0
R,180,ESP,R,198,CZE,562,558,368,269,false,false,0,2
R,185,FRA,R,201,GER,1122,440,368,435,false,false,0,3
R,173,MON,R,188,DEN,138,263,503,293,true,false,0,2
L,190,DEN,R,185,FRA,932,361,486,316,false,false,0,9
R,180,ESP,R,185,RUS,755,726,284,181,false,false,0,0
R,175,ESP,L,188,ESP,249,368,345,264,false,true,0,1
R,185,RUS,R,183,ESP,176,153,126,145,false,false,0,5
R,185,ISR,R,188,ESP,431,211,857,731,false,false,0,5
R,185,THA,R,175,ESP,1544,869,394,324,false,false,0,1
R,190,ESP,R,178,USA,1917,855,204,192,false,false,0,0
R,188,FRA,R,188,IND,136,101,47,30,false,false,0,2
R,193,NED,L,188,AUT,1014,856,123,238,false,false,0,2
R,180,ESP,R,185,NED,572,562,223,208,false,false,0,2
R,173,MON,R,185,FRA,142,264,1125,443,false,false,0,6
R,180,ESP,L,190,DEN,759,727,936,364,true,false,0,9
R,185,RUS,R,175,ESP,180,153,249,372,false,false,0,1
R,185,THA,R,185,ISR,1547,870,432,212,true,false,0,1
R,190,ESP,R,188,FRA,1924,856,138,102,false,false,0,5
R,193,NED,R,180,ESP,1018,856,574,566,false,true,0,2
R,180,ESP,R,173,MON,760,730,144,270,true,false,0,3
R,185,THA,R,185,RUS,1552,872,182,156,false,false,0,4
R,190,ESP,R,193,NED,1938,857,1018,856,false,true,0,0
R,185,THA,R,180,ESP,1556,875,765,732,false,false,0,3
R,190,ESP,R,185,THA,1946,861,1565,877,true,false,0,3
R,190,ITA,R,175,CZE,44,51,196,264,false,false,39,4
R,193,CZE,R,188,SUI,49,32,468,218,false,false,130,1
R,185,ARG,L,178,ARG,46,55,13,20,false,false,56,3
R,183,AUS,R,183,AUT,82,66,96,97,false,false,34,0
R,188,KAZ,R,196,AUT,6,11,4,10,false,false,81,5
R,188,ITA,R,175,ESP,41,32,16,51,false,true,8,2
R,185,CZE,R,185,ESP,850,392,11,12,false,false,198,7
R,180,ESP,R,188,ESP,56,68,858,732,false,false,44,4
L,183,ARG,R,185,FRA,739,945,487,318,false,false,65,6
R,183,ARG,R,183,FRA,46,59,222,117,false,false,59,7
R,183,ESP,R,185,ITA,21,20,24,40,false,false,23,9
L,175,AUT,R,201,SUI,804,754,1384,887,false,false,30,6
L,185,COL,R,175,CHI,20,18,45,50,false,false,2,6
R,188,AUT,R,180,AUT,84,56,11,16,false,false,431,1
L,203,BEL,L,185,ITA,258,149,15,10,false,false,39,7
R,183,CZE,R,173,ESP,8,3,689,420,false,false,71,7
R,180,GER,R,190,ITA,1147,997,49,56,false,true,177,8
R,183,ESP,R,193,CZE,391,402,54,37,false,false,196,1
R,185,ARG,R,175,ESP,47,57,250,373,false,false,63,2
R,190,GER,R,183,AUS,141,81,84,68,false,false,119,4
R,183,CHI,R,188,KAZ,1070,663,7,15,false,false,201,1
R,196,CZE,R,188,ITA,206,99,44,35,false,false,47,5
R,185,CZE,L,188,GEO,856,397,424,548,true,false,28,2
R,183,ARG,R,180,ESP,922,684,56,69,true,false,57,0
L,188,ESP,L,183,ARG,347,264,742,951,false,true,120,8
R,183,ARG,L,183,AUT,49,63,557,358,false,false,79,1
R,183,ESP,R,175,ESP,28,22,394,325,false,false,51,1
L,188,ESP,L,175,AUT,1419,559,809,757,true,false,69,5
R,180,PER,L,185,COL,424,306,21,22,false,false,67,3
R,180,ESP,R,188,AUT,1066,443,92,63,false,true,171,1
R,178,RUS,L,203,BEL,541,448,258,153,true,false,116,10
R,175,ARG,R,183,CZE,758,738,9,9,false,false,170,5
R,180,GER,R,183,ESP,1147,997,391,403,false,false,52,2
R,190,GER,R,185,ARG,146,83,48,65,false,false,66,0
R,183,CHI,R,196,CZE,1074,671,222,102,false,false,61,6
R,183,ARG,R,185,CZE,926,687,862,400,false,false,40,1
L,188,ESP,R,183,ARG,350,267,50,72,false,false,100,4
L,188,ESP,R,183,ESP,1422,565,28,24,false,false,109,2
R,180,PER,R,180,ESP,433,309,1075,444,false,true,3,6
R,175,ARG,R,178,RUS,758,741,541,448,true,false,40,2
R,180,GER,R,190,GER,1152,1001,152,86,false,false,29,8
R,183,CHI,R,183,ARG,1075,672,931,691,true,false,18,2
L,188,ESP,L,188,ESP,353,268,1425,569,false,false,16,2
R,175,ARG,R,180,PER,761,744,443,312,true,false,36,2
R,183,CHI,R,180,GER,1078,675,1153,1002,false,false,5,4
R,175,ARG,L,188,ESP,764,745,356,270,false,false,30,5
R,183,CHI,R,175,ARG,1081,678,766,746,false,false,2,1
R,183,USA,L,185,USA,739,692,256,137,true,false,84,1
R,183,USA,R,180,SVK,162,192,8,8,false,false,40,0
R,188,USA,R,183,AUT,219,100,99,101,false,true,14,4
R,201,GER,R,196,BIH,374,435,123,51,false,false,155,5
L,183,AUT,R,190,CZE,561,360,67,43,false,false,68,1
R,190,FRA,L,188,FRA,207,121,888,488,false,false,240,8
R,188,BEL,R,193,USA,203,118,31,37,false,false,205,6
R,190,FRA,R,196,USA,895,398,616,420,true,false,116,1
R,185,USA,R,190,USA,511,247,2839,848,false,false,41,2
R,190,USA,R,196,RSA,40,56,447,125,false,false,139,6
L,190,DEN,R,180,AUS,946,365,104,54,false,false,46,11
L,193,GBR,R,190,FRA,2165,857,746,462,false,true,95,1
R,185,FRA,R,198,CZE,1131,444,371,270,false,true,40,3
R,188,ITA,R,190,USA,1042,488,217,131,false,false,37,7
R,178,RUS,R,185,ISR,95,129,433,213,false,false,11,4
R,185,USA,L,203,BEL,784,428,267,158,false,false,128,9
R,183,USA,R,183,USA,744,696,162,199,false,false,211,5
R,201,GER,R,188,USA,377,436,222,106,false,false,21,1
L,183,AUT,R,190,FRA,563,362,209,126,false,false,77,1
R,190,FRA,R,188,BEL,904,402,214,127,true,false,14,2
R,185,USA,R,190,USA,520,251,42,68,false,false,160,6
L,193,GBR,L,190,DEN,2183,866,957,373,false,false,78,1
R,185,FRA,R,188,ITA,1136,447,1049,490,false,true,16,0
R,178,RUS,R,185,USA,95,130,791,433,false,false,81,3
R,201,GER,R,183,USA,378,438,744,700,true,false,86,2
R,190,FRA,L,183,AUT,918,403,567,366,false,false,38,5
L,193,GBR,R,185,USA,2192,868,528,255,false,false,50,5
R,185,FRA,R,178,RUS,1143,448,98,132,false,false,28,10
R,201,GER,R,190,FRA,383,440,920,404,true,false,27,1
L,193,GBR,R,185,FRA,2205,875,1149,448,false,false,70,1
L,193,GBR,R,201,GER,2216,884,387,441,false,false,55,3
R,185,SUI,R,193,GER,2585,1001,259,289,false,false,129,7
R,208,CRO,R,180,ESP,1079,321,58,71,false,false,22,1
R,185,CZE,R,188,SUI,871,404,473,223,false,false,53,3
R,201,SUI,R,183,ROU,1402,897,1274,527,true,false,111,3
R,190,CZE,R,190,ARG,1156,590,549,360,false,false,77,8
R,175,ESP,R,185,SUI,397,330,51,51,false,true,102,1
R,198,ROU,R,183,GER,333,153,567,513,true,false,23,6
R,188,ITA,R,183,ESP,44,36,394,405,false,false,88,4
R,175,ESP,R,196,CZE,250,375,227,108,false,true,20,4
R,180,ESP,R,170,BEL,581,570,278,532,false,false,1,4
R,190,GER,R,188,ESP,159,89,860,737,true,false,95,10
R,180,GER,R,185,SUI,1157,1006,577,780,true,false,154,3
R,180,ESP,R,188,CZE,1079,445,552,620,true,false,65,0
R,185,RUS,R,190,ITA,188,157,50,57,false,false,111,0
R,183,ESP,R,183,SUI,129,148,50,40,false,false,45,7
L,175,AUT,R,183,ESP,817,760,1535,975,false,true,87,3
R,185,SUI,R,208,CRO,2593,1001,1094,327,true,false,58,3
R,185,CZE,R,201,SUI,873,406,1409,902,false,false,56,8
R,190,CZE,R,175,ESP,1166,592,401,334,false,false,55,6
R,188,ITA,R,198,ROU,50,36,342,156,false,false,60,0
R,180,ESP,R,175,ESP,582,576,253,375,false,false,75,7
R,180,GER,R,190,GER,1165,1009,161,90,true,false,30,8
R,185,RUS,R,180,ESP,191,162,1084,447,true,false,7,9
R,183,ESP,L,175,AUT,130,149,818,763,false,false,7,1
R,185,SUI,R,185,CZE,2600,1005,878,408,false,true,71,3
R,188,ITA,R,190,CZE,51,37,1172,593,false,false,127,7
R,180,GER,R,180,ESP,1173,1013,583,579,false,false,114,1
R,185,RUS,R,183,ESP,195,164,131,153,true,false,39,6
R,185,SUI,R,188,ITA,2607,1006,53,38,false,false,144,0
R,185,RUS,R,180,GER,196,165,1178,1018,true,false,54,8
R,185,SUI,R,185,RUS,2613,1006,200,168,false,false,61,2
R,183,CHI,R,193,BEL,1083,678,146,87,false,false,93,2
