playerA_hand,playerA_ht,playerA_ioc,playerB_hand,playerB_ht,playerB_ioc,playerA_total_aces,playerA_total_df,playerB_total_aces,playerB_total_df,playerA_is_head,playerB_is_head,ranking_diff,age_diff
R,180,TPE,R,190,GBR,221,203,806,434,false,false,71,3
R,183,ARG,U,?,BAH,2236,1101,0,3,false,false,965,9
L,183,AUT,R,180,BRA,1370,818,115,73,true,false,28,3
R,183,SUI,R,185,CAN,907,510,613,153,false,false,138,0
L,190,FRA,R,185,CZE,1282,666,2217,900,false,true,11,1
R,185,RUS,R,198,USA,895,519,776,209,false,true,26,5
R,180,AUS,R,183,SWE,3342,1856,1532,1059,true,false,119,9
L,185,ESP,R,188,ITA,807,500,314,220,true,false,72,5
R,185,SUI,U,?,ESA,4517,1364,5,6,false,false,446,5
R,196,CZE,R,190,ITA,1704,620,581,494,false,false,14,2
R,183,FRA,R,185,ARG,483,218,1617,902,false,false,44,7
R,185,USA,R,183,SVK,2148,982,2226,1765,true,false,444,2
R,185,FRA,R,178,RUS,1288,783,1402,1114,false,true,21,1
R,183,GER,R,203,RSA,2295,1299,60,19,false,false,89,9
R,183,CHI,R,198,CRO,2712,1749,280,150,false,false,18,9
R,168,BEL,R,180,SRB,577,875,705,266,true,false,26,3
R,180,ARG,R,183,CHI,1279,1156,1708,1094,true,false,117,2
R,193,FRA,R,198,ROU,1193,504,751,257,false,false,14,6
R,183,RUS,R,180,SWE,1523,972,3126,918,false,true,44,7
R,188,SRB,R,180,GER,928,431,1507,1299,true,false,32,11
R,180,TPE,R,183,ARG,224,204,2241,1107,false,false,25,7
L,183,AUT,R,183,SUI,1371,818,909,512,false,false,41,4
R,185,RUS,L,190,FRA,903,521,1291,668,false,false,16,3
L,185,ESP,R,180,AUS,811,502,3344,1856,false,true,36,5
R,185,SUI,R,196,CZE,4528,1367,1708,624,true,false,19,5
R,185,USA,R,183,FRA,2155,988,484,221,false,false,7,5
R,185,FRA,R,183,GER,1291,788,2299,1302,false,true,5,5
R,183,CHI,R,168,BEL,2715,1749,579,878,true,false,57,1
R,193,FRA,R,180,ARG,1205,508,1279,1161,false,true,35,5
R,188,SRB,R,183,RUS,932,431,1529,976,false,true,19,5
L,183,AUT,R,180,TPE,1375,818,225,205,false,true,26,3
L,185,ESP,R,185,RUS,815,502,908,524,true,false,21,3
R,185,USA,R,185,SUI,2157,990,4531,1369,false,true,6,1
R,183,CHI,R,185,FRA,2718,1751,1296,797,false,false,11,2
R,188,SRB,R,193,FRA,936,432,1211,511,true,false,40,0
L,185,ESP,L,183,AUT,815,502,1381,819,false,false,49,5
R,183,CHI,R,185,USA,2730,1755,2168,994,true,false,8,0
L,185,ESP,R,188,SRB,818,503,945,437,true,false,1,1
L,185,ESP,R,183,CHI,822,506,2739,1756,false,false,13,6
R,180,ARG,R,180,SRB,1288,1162,161,200,false,false,93,1
R,183,ESP,U,?,MEX,163,136,0,2,false,false,567,10
R,183,AUS,R,185,ARG,351,179,172,79,false,true,2,0
R,188,ITA,R,188,ECU,319,221,1674,804,false,false,59,5
R,185,ARG,R,178,ARG,406,355,23,28,false,false,76,2
R,180,PER,R,178,ITA,1071,607,106,107,false,false,59,7
R,183,ARG,R,183,MEX,2249,1111,5,7,false,false,136,7
R,190,ARG,R,180,URU,1469,1228,8,7,false,false,65,6
R,175,ESP,R,185,RUS,770,680,912,527,false,true,22,3
R,190,ESP,U,?,MEX,28,22,1,2,false,false,323,0
R,190,ARG,R,180,ESP,1468,709,181,230,false,false,11,4
R,185,ARG,R,183,ARG,1618,906,156,120,false,false,53,5
R,183,ESP,R,185,CZE,1102,403,982,470,false,false,69,7
R,183,ITA,R,183,CZE,206,601,280,142,false,false,46,3
R,183,CHI,R,183,ARG,1712,1096,202,187,false,false,11,0
R,190,ESP,R,188,AUT,3005,1343,239,133,false,true,69,2
R,180,ARG,R,183,ESP,1292,1165,166,137,true,false,60,2
R,188,ITA,R,183,AUS,320,222,354,181,false,false,40,2
R,180,PER,R,185,ARG,1073,608,407,355,false,true,108,4
R,183,ARG,R,190,ARG,2257,1115,1471,1234,true,false,23,3
R,190,ESP,R,175,ESP,32,24,771,682,false,false,61,6
R,190,ARG,R,185,ARG,1472,715,1619,908,false,true,24,5
R,183,ESP,R,183,ITA,1114,406,207,601,false,false,13,4
R,183,CHI,R,190,ESP,1714,1098,3009,1345,false,false,83,3
R,180,ARG,R,188,ITA,1296,1166,322,224,false,false,28,0
R,180,PER,R,183,ARG,1079,610,2271,1115,false,true,84,4
R,190,ARG,R,190,ESP,1477,718,38,29,false,false,70,4
R,183,ESP,R,183,CHI,1125,408,1717,1098,true,false,68,6
R,180,ARG,R,180,PER,1304,1168,1083,614,false,true,123,1
R,183,ESP,R,190,ARG,1137,410,1481,720,true,false,18,3
R,183,ESP,R,180,ARG,1148,411,1307,1171,false,true,20,4
R,188,USA,R,190,FRA,5667,1095,880,485,true,false,85,0
R,183,USA,R,175,FRA,1596,631,2495,735,false,true,41,4
R,170,BEL,L,193,LUX,450,785,929,354,false,true,9,4
R,193,SWE,R,188,FRA,1558,641,220,173,true,false,156,3
R,183,FRA,R,185,ARG,492,224,411,356,true,false,41,1
R,190,ITA,R,185,FRA,587,495,5,6,false,false,157,1
R,193,FRA,R,193,CRO,11,2,5779,1251,false,false,136,7
R,188,ECU,R,208,CRO,1676,805,3895,741,false,false,63,3
R,185,FRA,R,185,ARG,1298,799,1629,909,false,false,35,4
R,183,ESP,R,198,USA,2207,1271,783,211,false,false,22,7
R,178,FRA,R,178,ITA,1350,769,108,107,false,false,23,14
R,188,FRA,R,188,FRA,302,81,572,161,false,false,26,8
R,180,ESP,L,190,FRA,1550,1208,1296,673,false,true,20,2
R,185,FRA,R,173,FRA,732,519,2051,1087,false,true,39,4
R,178,BEL,R,185,CZE,65,32,2230,911,false,false,30,5
R,185,FRA,R,188,COL,1042,561,30,13,false,false,157,2
R,188,USA,R,183,USA,5693,1095,1607,632,true,false,50,0
R,193,SWE,R,170,BEL,1578,644,451,786,true,false,53,5
R,183,FRA,R,190,ITA,505,226,595,498,true,false,24,1
R,193,FRA,R,188,ECU,17,4,1681,806,false,false,99,10
R,183,ESP,R,185,FRA,2216,1272,1300,800,false,true,30,2
R,188,FRA,R,178,FRA,318,82,1354,769,false,false,40,12
R,185,FRA,R,180,ESP,739,523,1555,1210,false,false,38,0
R,178,BEL,R,185,FRA,67,32,1059,563,false,false,43,2
R,193,SWE,R,188,USA,1598,650,5715,1097,false,false,20,2
R,183,FRA,R,193,FRA,512,227,24,5,false,false,172,1
R,188,FRA,R,183,ESP,333,83,2220,1272,false,false,49,5
R,185,FRA,R,178,BEL,748,525,67,33,false,false,2,2
R,193,SWE,R,183,FRA,1606,652,521,228,false,true,17,1
R,185,FRA,R,188,FRA,755,528,347,84,false,true,42,3
R,193,SWE,R,185,FRA,1616,653,762,531,false,true,29,2
R,175,ESP,R,183,ESP,856,893,255,112,false,false,107,0
R,180,ESP,R,193,BEL,6,13,793,315,false,false,77,3
L,190,GER,R,180,PER,142,44,1086,616,false,false,31,7
L,188,ESP,R,188,ECU,1283,949,1683,806,true,false,67,7
R,180,ESP,R,175,ESP,1557,1210,771,686,true,false,41,2
R,183,ESP,R,185,ESP,173,137,5,1,false,false,190,0
R,193,FRA,R,175,ARG,1216,512,6,22,false,false,72,3
R,188,ITA,R,183,ITA,323,225,132,31,true,false,25,4
R,185,KAZ,R,185,RUS,327,244,920,529,false,false,87,4
R,185,ESP,R,193,UKR,39,31,86,30,false,false,5,0
R,190,NED,R,188,KAZ,167,77,43,37,false,false,66,7
R,193,RUS,R,183,ESP,3992,975,2224,1274,false,true,67,0
R,183,ESP,R,188,ESP,1161,417,3,0,false,false,241,3
R,183,ARG,R,170,BEL,19,15,451,787,false,false,17,8
R,188,ESP,R,178,BEL,423,414,68,33,false,false,17,0
R,185,ARG,R,188,AUT,414,359,243,140,false,false,105,9
R,175,ESP,R,180,ESP,858,893,7,14,false,false,142,4
L,188,ESP,L,190,GER,1284,951,143,46,true,false,44,4
R,180,ESP,R,183,ESP,1559,1212,173,140,true,false,62,3
R,188,ITA,R,193,FRA,323,225,1221,513,false,false,24,5
R,185,KAZ,R,185,ESP,331,247,45,33,false,false,18,2
R,190,NED,R,193,RUS,169,80,3997,979,false,true,24,7
R,183,ESP,R,183,ARG,1167,417,19,17,false,false,97,1
R,185,ARG,R,188,ESP,415,359,424,415,false,true,48,0
R,175,ESP,L,188,ESP,858,895,1284,958,false,true,26,2
R,180,ESP,R,188,ITA,1560,1212,323,225,true,false,21,1
R,185,KAZ,R,190,NED,337,249,175,80,false,false,51,1
R,183,ESP,R,185,ARG,1169,420,416,361,false,true,10,2
R,175,ESP,R,180,ESP,858,896,1560,1212,false,false,13,1
R,183,ESP,R,185,KAZ,1179,423,339,252,false,false,86,2
R,175,ESP,R,183,ESP,858,900,1190,429,true,false,22,4
R,185,FRA,R,180,ESP,1069,565,187,232,false,false,63,8
R,185,ROU,R,183,ESP,11,11,414,401,false,false,20,4
R,?,ROU,R,183,ITA,3,1,207,605,false,false,92,2
R,188,RUS,R,190,LAT,352,273,262,124,false,false,49,3
R,183,ESP,R,180,IND,1201,433,13,11,false,false,226,0
R,188,ESP,L,190,GER,425,422,150,48,false,false,35,4
R,180,ESP,L,170,ARG,12,19,2,0,false,false,21,2
R,190,ESP,R,175,ESP,3014,1347,777,1283,true,false,56,2
R,190,ARG,L,178,ARG,1485,721,10,11,false,false,44,2
R,183,ARG,R,198,ROU,206,191,752,261,false,false,62,1
L,183,GER,R,188,FRA,102,74,43,36,false,false,14,6
R,183,ESP,R,185,FRA,269,119,1305,802,false,false,46,0
R,188,ITA,R,190,ESP,324,225,40,29,true,false,22,5
R,180,FRA,L,173,FRA,432,262,125,97,true,false,9,1
R,175,ESP,R,180,KOR,774,687,827,481,false,false,86,5
R,183,FRA,R,185,KAZ,525,229,341,255,true,false,65,3
R,185,FRA,R,185,ROU,1072,566,12,13,false,false,153,4
R,188,RUS,R,?,ROU,356,276,6,1,false,false,86,2
R,188,ESP,R,183,ESP,427,423,1207,435,false,false,46,2
R,190,ESP,R,180,ESP,3017,1349,12,24,false,false,33,10
R,190,ARG,R,183,ARG,1490,724,207,196,true,false,61,3
R,183,ESP,L,183,GER,270,120,104,74,false,false,16,1
R,180,FRA,R,188,ITA,435,263,332,227,true,false,5,0
R,183,FRA,R,175,ESP,533,229,776,692,true,false,39,4
R,185,FRA,R,188,RUS,1080,567,359,280,false,false,85,1
R,190,ESP,R,188,ESP,3027,1352,428,424,true,false,3,7
R,190,ARG,R,183,ESP,1492,726,278,122,true,false,20,1
R,183,FRA,R,180,FRA,533,230,436,267,false,false,52,4
R,190,ESP,R,185,FRA,3030,1354,1084,572,true,false,49,10
R,183,FRA,R,190,ARG,539,233,1493,731,true,false,34,2
R,183,FRA,R,190,ESP,539,236,3031,1354,false,true,44,9
R,185,SUI,L,193,GER,4542,1370,319,176,true,false,82,1
R,198,CZE,R,185,USA,405,289,8,3,false,false,662,6
R,178,FRA,R,180,GER,1358,771,1510,1300,false,true,37,3
R,183,CYP,R,190,CZE,1053,450,337,235,true,false,118,6
R,183,RUS,R,185,RUS,1532,976,1633,846,false,true,11,0
R,183,GER,R,190,NED,2310,1305,182,82,false,false,24,9
R,178,BEL,R,168,BEL,74,34,580,878,false,false,14,3
L,190,FRA,R,193,CRO,1316,680,5798,1254,false,false,8,1
R,188,GER,R,185,CZE,2993,1519,2242,915,false,true,21,1
R,178,GER,R,185,FRA,785,421,768,535,true,false,3,2
R,193,SWE,R,185,GER,1627,656,126,61,false,false,76,1
R,196,CZE,R,180,SWE,1717,625,3137,921,false,true,57,11
L,190,GER,L,185,FIN,154,48,1040,714,false,false,72,6
L,190,GER,R,188,FRA,30,40,591,163,false,false,87,9
R,178,GER,L,183,GER,685,240,111,79,false,false,38,0
R,185,USA,R,175,GER,2176,996,434,376,false,false,141,0
R,185,SUI,R,198,CZE,4547,1370,407,292,false,false,341,6
R,183,CYP,R,178,FRA,1061,453,1358,773,false,false,29,13
R,183,GER,R,183,RUS,2317,1307,1536,978,false,true,20,5
L,190,FRA,R,178,BEL,1325,680,76,34,false,false,18,4
R,178,GER,R,188,GER,792,424,3006,1527,false,false,3,6
R,193,SWE,R,196,CZE,1640,656,1725,625,false,false,30,1
L,190,GER,L,190,GER,39,45,170,50,false,false,47,2
R,185,USA,R,178,GER,2188,998,696,248,true,false,97,2
R,185,SUI,R,183,CYP,4547,1370,1065,456,true,false,22,4
R,183,GER,L,190,FRA,2319,1308,1325,682,true,false,3,2
R,178,GER,R,193,SWE,804,427,1648,656,true,false,2,1
R,185,USA,L,190,GER,2201,1001,48,51,false,false,137,6
R,185,SUI,R,183,GER,4554,1371,2323,1311,true,false,37,4
R,178,GER,R,185,USA,811,428,2206,1003,true,false,33,4
R,185,SUI,R,178,GER,4560,1371,817,430,true,false,39,2
R,183,CHI,R,190,CHI,2744,1758,199,140,true,false,76,3
R,185,ARG,R,183,ARG,144,103,1221,976,false,false,16,3
R,183,ARG,L,173,FRA,161,122,127,101,false,false,30,3
R,180,PER,R,183,ARG,1088,618,2281,1117,false,false,35,4
L,188,ESP,U,?,CHI,1290,958,1,4,false,false,705,4
R,180,URU,R,175,ARG,12,9,909,1124,false,false,111,4
R,185,ESP,R,183,ARG,49,33,19,17,false,false,7,1
R,190,ARG,R,183,AUS,1499,733,358,183,false,false,26,3
R,178,ARG,R,180,ESP,24,31,188,237,false,false,54,4
R,190,ESP,R,180,SRB,47,31,161,203,false,false,29,4
R,183,ARG,R,180,FRA,208,197,282,194,true,false,19,0
R,185,ARG,R,188,ECU,422,362,1685,808,true,false,92,8
R,185,ARG,R,183,CHI,175,80,1721,1106,false,false,2,0
R,183,ESP,R,175,ARG,182,143,1157,1263,false,false,95,1
R,185,ESP,R,175,CHI,16,6,89,101,false,false,76,2
R,178,ITA,R,190,ARG,111,107,1472,1236,false,false,79,8
R,183,CHI,R,185,ARG,2750,1764,145,104,false,false,78,1
R,183,ARG,R,180,PER,173,124,1091,619,false,true,2,3
R,180,URU,L,188,ESP,16,10,1291,964,false,false,82,2
R,190,ARG,R,185,ESP,1500,733,52,37,false,false,109,3
R,178,ARG,R,190,ESP,25,31,48,33,false,false,19,4
R,185,ARG,R,183,ARG,429,364,209,199,false,false,65,4
R,183,ESP,R,185,ARG,184,149,181,81,true,false,16,0
R,178,ITA,R,185,ESP,120,111,20,7,false,false,185,7
R,183,CHI,R,183,ARG,2754,1765,174,128,false,false,54,3
R,180,URU,R,190,ARG,21,12,1505,737,false,false,53,3
R,185,ARG,R,178,ARG,432,364,26,33,true,false,85,2
R,183,ESP,R,178,ITA,190,150,122,112,false,false,16,8
R,183,CHI,R,180,URU,2764,1767,25,13,false,false,87,5
R,185,ARG,R,183,ESP,433,365,195,153,false,false,67,5
R,183,CHI,R,185,ARG,2764,1767,433,365,true,false,3,4
R,180,ARG,R,183,AUS,1317,1173,361,184,true,false,68,2
R,178,ITA,R,183,ARG,122,114,19,20,false,false,63,1
R,178,ARG,R,188,ECU,27,34,1685,808,false,false,10,6
R,188,ITA,R,180,SRB,333,228,162,205,false,true,64,1
R,190,ARG,R,183,ESP,1474,1242,197,159,false,false,44,0
L,188,BRA,R,188,AUT,22,8,245,144,false,false,98,13
R,180,ESP,R,178,FRA,190,237,15,20,false,false,76,3
R,183,ESP,R,183,ARG,1210,436,212,199,true,false,73,6
R,185,RUS,R,175,ESP,926,531,777,694,true,false,20,3
R,185,CZE,R,183,ARG,986,473,175,129,false,false,34,4
R,185,ESP,R,183,ESP,58,39,414,408,false,false,34,8
R,190,ARG,R,190,ESP,1507,738,3035,1355,false,true,38,6
R,183,ITA,R,183,CHI,207,606,1724,1107,true,false,56,2
R,185,ARG,R,183,CZE,183,82,280,143,false,false,13,5
R,180,PER,R,175,ARG,1093,619,7,23,false,false,3,3
R,183,ARG,R,185,ARG,2283,1123,433,368,true,false,29,8
R,180,ARG,R,178,ITA,1321,1179,126,117,false,false,67,6
R,188,ITA,R,178,ARG,333,228,28,34,false,false,68,1
R,190,ARG,L,188,BRA,1474,1245,23,9,false,false,156,8
R,183,ESP,R,180,ESP,1217,437,190,239,false,false,31,7
R,185,RUS,R,185,CZE,931,535,990,477,true,false,73,5
R,190,ARG,R,185,ESP,1509,739,59,41,true,false,106,3
R,183,ITA,R,185,ARG,208,607,187,84,true,false,35,2
R,183,ARG,R,180,PER,2293,1124,1095,622,false,true,78,4
R,180,ARG,R,188,ITA,1327,1185,334,229,true,false,24,0
R,190,ARG,R,183,ESP,1477,1245,1219,437,false,false,4,6
R,190,ARG,R,185,RUS,1513,740,935,537,true,false,19,1
R,183,ITA,R,183,ARG,209,607,2302,1124,false,false,2,5
R,180,ARG,R,190,ARG,1328,1187,1480,1249,true,false,14,2
R,190,ARG,R,183,ITA,1519,743,209,612,true,false,10,1
R,180,ARG,R,190,ARG,1330,1189,1525,744,true,false,40,1
R,185,FRA,R,196,GER,1309,803,20,7,false,false,191,6
R,?,ITA,R,180,GER,13,14,1516,1306,false,false,213,11
R,185,GER,R,185,KAZ,127,65,344,261,false,false,23,4
R,198,CRO,R,168,BEL,290,150,581,884,false,false,16,8
R,173,BRA,R,188,GER,24,9,27,9,false,false,6,7
R,180,KOR,R,178,AUT,827,484,12,24,false,false,223,8
R,183,ITA,R,188,FRA,137,32,597,166,false,false,3,9
R,190,ITA,R,183,CRO,598,502,96,42,false,false,67,1
R,178,BEL,R,178,GER,82,35,698,248,false,false,60,2
R,193,MAR,R,?,FRA,2072,760,11,5,false,false,22,16
R,198,ARG,R,173,FRA,419,211,2055,1090,true,false,15,11
R,185,RUS,R,193,FRA,935,537,1228,517,true,false,28,3
L,193,GER,R,183,SVK,321,180,13,20,false,false,206,0
R,193,RUS,R,183,ARG,4007,983,175,133,false,false,7,3
R,193,BEL,R,185,ARG,803,317,191,87,false,false,8,3
R,183,CHI,R,175,ISR,2769,1768,39,48,false,false,42,4
R,185,FRA,R,?,ITA,1321,805,18,15,false,false,287,5
R,198,CRO,R,185,GER,296,157,128,67,false,false,71,5
R,180,KOR,R,173,BRA,829,484,27,11,false,false,129,4
R,183,ITA,R,190,ITA,143,33,601,506,false,false,12,2
R,193,MAR,R,178,BEL,2079,761,86,35,false,false,247,12
R,198,ARG,R,185,RUS,421,215,940,539,false,false,50,5
R,193,RUS,L,193,GER,4019,985,324,182,false,false,19,1
R,183,CHI,R,193,BEL,2774,1773,809,318,true,false,73,2
R,185,FRA,R,198,CRO,1324,805,305,158,false,false,32,7
R,183,ITA,R,180,KOR,150,34,834,484,false,false,3,10
R,193,MAR,R,198,ARG,2086,762,422,216,false,false,220,17
R,183,CHI,R,193,RUS,2776,1775,4020,986,true,false,69,1
R,183,ITA,R,185,FRA,165,37,1330,808,false,false,40,4
R,183,CHI,R,193,MAR,2778,1778,2093,765,false,false,280,9
R,183,CHI,R,183,ITA,2782,1781,171,39,true,false,43,5
R,178,RUS,R,178,AUT,1405,1114,12,25,false,false,259,2
R,206,USA,R,173,ITA,294,46,4,6,false,false,203,1
R,175,ISR,L,190,GER,40,51,170,51,false,false,19,3
R,190,ITA,R,190,LAT,604,507,271,128,false,false,47,5
R,180,RUS,R,188,USA,180,180,2482,831,true,false,57,0
R,188,SLO,R,188,RUS,8,11,361,281,false,false,232,1
L,183,AUT,L,183,USA,1384,822,45,57,false,false,22,8
R,190,NED,R,185,ARG,190,85,192,88,false,false,28,8
R,198,USA,R,185,AUT,794,215,209,124,false,false,142,7
R,185,ESP,R,188,AUT,63,41,247,147,false,false,26,12
R,183,ESP,R,183,USA,282,124,1221,1122,false,false,14,7
R,193,CRO,R,180,CZE,5810,1254,115,66,false,false,272,5
R,183,USA,R,196,CRO,1612,633,2367,719,true,false,51,1
R,168,BEL,R,185,POL,586,884,48,33,false,false,346,3
R,185,CZE,R,196,NED,1005,479,1483,590,false,false,282,1
R,185,ARG,R,183,ARG,435,370,176,134,false,false,69,1
R,178,RUS,R,206,USA,1406,1116,315,52,false,false,81,3
R,190,ITA,R,175,ISR,608,508,42,51,false,true,29,1
R,180,RUS,R,188,SLO,182,180,9,13,false,false,261,5
L,183,AUT,R,190,NED,1387,823,195,90,false,false,45,5
R,185,ESP,R,198,USA,67,43,795,217,false,false,68,2
R,193,CRO,R,183,ESP,5825,1255,288,125,false,false,93,3
R,183,USA,R,168,BEL,1620,634,588,888,true,false,28,2
R,185,ARG,R,185,CZE,441,370,1006,482,true,false,78,6
R,178,RUS,R,190,ITA,1411,1116,609,510,true,false,28,2
R,180,RUS,L,183,AUT,185,181,1394,823,false,false,7,0
R,193,CRO,R,185,ESP,5840,1255,74,47,false,false,80,7
R,185,ARG,R,183,USA,444,374,1625,635,false,false,83,1
R,178,RUS,R,180,RUS,1413,1116,185,182,true,false,92,0
R,185,ARG,R,193,CRO,449,377,5852,1258,false,true,15,5
R,178,RUS,R,185,ARG,1418,1118,452,379,false,false,10,2
R,175,ESP,R,180,ESP,860,901,190,242,false,false,55,4
R,185,ARG,R,196,CZE,196,88,3,8,false,false,201,6
R,185,FRA,R,175,ISR,771,536,44,55,false,false,8,4
R,183,ESP,R,190,ARG,1228,440,1529,746,true,false,35,3
R,183,ESP,L,175,CAN,2229,1275,26,23,false,false,146,7
L,183,AUT,R,188,AUT,1401,827,250,153,false,false,3,7
R,183,CHI,R,183,NZL,1729,1107,2,8,false,false,1134,7
R,185,BEL,L,185,FIN,2256,742,1040,715,false,false,139,1
R,175,ESP,R,183,NZL,783,698,8,1,false,false,512,7
L,190,FRA,R,180,KOR,1330,683,835,487,false,false,8,5
R,168,BEL,L,193,GER,589,890,336,190,false,false,3,1
R,185,ARG,R,180,SWE,455,381,3144,923,false,false,26,9
R,178,GER,R,173,USA,824,435,200,263,false,false,70,5
R,198,CRO,R,178,CZE,311,159,69,50,false,false,224,7
R,190,GER,R,198,USA,724,338,802,224,false,false,7,4
R,190,ARG,R,190,NZL,1482,1255,15,11,false,false,324,5
R,175,ESP,R,185,ARG,862,903,200,89,true,false,65,3
R,185,FRA,R,183,ESP,771,539,1238,440,false,true,45,4
R,183,ESP,L,183,AUT,2232,1275,1402,827,true,false,38,1
R,183,CHI,R,185,BEL,1732,1110,2261,742,false,false,85,1
L,190,FRA,R,175,ESP,1342,686,787,703,false,true,9,0
R,185,ARG,R,168,BEL,460,383,589,892,true,false,32,3
R,178,GER,R,198,CRO,828,438,330,162,true,false,28,5
R,190,GER,R,190,ARG,727,338,1485,1258,true,false,36,4
R,185,FRA,R,175,ESP,774,540,862,903,false,false,69,1
R,183,ESP,R,183,CHI,2233,1276,1738,1115,true,false,56,1
R,185,ARG,L,190,FRA,461,386,1357,689,false,false,31,4
R,178,GER,R,190,GER,830,438,729,339,false,false,25,0
R,183,ESP,R,185,FRA,2236,1278,777,540,false,false,50,1
R,178,GER,R,185,ARG,832,440,462,387,false,true,8,1
R,178,GER,R,183,ESP,839,447,2241,1279,false,true,7,3
R,190,LAT,R,183,GER,281,132,2328,1315,false,false,27,11
R,188,USA,R,178,BEL,2495,832,86,36,false,false,34,2
R,178,GER,R,190,ESP,842,448,3038,1358,false,true,15,8
L,188,ESP,R,175,ESP,2946,1123,788,707,false,false,8,0
R,198,ROU,R,185,RUS,764,263,1638,848,false,false,47,2
R,193,SWE,R,180,FRA,1659,658,440,269,false,false,36,3
R,183,FRA,R,185,RUS,548,239,946,541,true,false,4,2
R,183,USA,L,190,FRA,1631,635,1360,692,false,false,25,2
R,180,ESP,R,190,ITA,1567,1214,613,510,false,true,17,2
R,193,FRA,R,178,ITA,1233,518,127,124,false,false,57,1
R,198,CRO,R,168,BEL,345,165,589,901,true,false,86,7
R,183,ITA,R,183,ESP,177,39,1241,442,true,false,26,0
R,196,CZE,R,180,GER,1732,626,1518,1308,true,false,13,9
L,185,FIN,R,183,RUS,1046,716,1543,978,false,true,10,1
R,190,ESP,R,185,FRA,55,33,1332,810,false,false,29,4
R,185,CZE,R,185,ARG,2245,917,463,388,true,false,14,5
L,185,ESP,R,190,LAT,824,508,296,140,false,false,53,2
R,185,FRA,R,188,USA,1092,576,2518,838,false,false,11,4
R,183,SUI,R,178,GER,924,513,845,448,false,false,19,1
L,188,ESP,R,175,ESP,2954,1129,866,905,true,false,35,1
R,188,SRB,R,198,ROU,955,439,771,263,true,false,70,6
R,208,CRO,R,193,SWE,3919,744,1670,664,false,false,7,5
R,183,FRA,R,185,USA,550,240,2208,1004,false,true,5,5
R,183,USA,R,178,RUS,1636,636,1430,1123,false,true,57,1
R,188,USA,R,180,ESP,5728,1098,1568,1215,true,false,11,0
R,193,FRA,R,183,CHI,1241,519,2782,1784,true,false,8,6
R,198,CRO,L,188,ESP,350,168,1294,966,false,true,11,4
R,190,GBR,R,183,ITA,813,434,177,40,false,false,39,2
R,180,ARG,R,196,CZE,1339,1191,1738,627,true,false,15,3
R,198,ARG,L,185,FIN,424,217,1047,718,false,false,24,7
R,188,FRA,R,190,ESP,354,87,65,37,false,false,43,1
R,185,SUI,R,185,CZE,4570,1372,2254,921,true,false,28,2
L,185,ESP,R,185,FRA,826,510,1096,576,true,false,13,0
L,188,ESP,R,183,SUI,2963,1130,931,514,false,true,28,4
R,208,CRO,R,188,SRB,3939,744,963,439,false,false,18,8
R,183,FRA,R,183,USA,562,244,1642,640,false,true,47,3
R,193,FRA,R,188,USA,1248,520,5741,1101,true,false,10,4
R,190,GBR,R,198,CRO,817,437,361,174,true,false,20,1
R,198,ARG,R,180,ARG,432,218,1345,1196,false,true,2,6
R,185,SUI,R,188,FRA,4579,1373,357,92,false,false,13,4
L,185,ESP,L,188,ESP,826,510,2967,1131,true,false,39,5
R,183,FRA,R,208,CRO,566,245,3966,745,false,true,5,6
R,190,GBR,R,193,FRA,820,437,1252,522,false,false,14,1
R,185,SUI,R,198,ARG,4582,1373,444,222,true,false,7,7
R,183,FRA,L,185,ESP,569,248,828,511,false,true,15,1
R,190,GBR,R,185,SUI,834,439,4589,1374,false,false,2,6
R,190,GBR,R,183,FRA,845,439,570,249,false,true,12,2
R,180,ARG,R,183,USA,1349,1197,289,151,false,false,75,0
R,198,SWE,R,190,FRA,1616,496,892,491,false,false,680,0
R,183,SUI,R,190,DEN,567,308,13,10,false,false,79,8
R,175,ESP,R,180,SWE,796,712,3156,929,false,false,36,6
L,185,FIN,L,188,BRA,1058,721,33,10,false,false,47,7
R,173,FRA,R,175,SWE,2060,1092,19,35,false,false,97,0
R,180,ESP,R,183,CZE,200,243,284,146,false,false,19,6
R,190,ARG,R,188,GER,1538,750,37,12,false,false,128,4
R,180,GER,L,201,AUS,1523,1309,810,193,false,false,54,9
R,188,ECU,R,183,ESP,1691,814,298,129,false,false,4,6
R,185,ARG,R,183,SWE,463,389,1533,1067,false,false,130,12
R,193,SWE,R,178,GER,1680,666,710,252,true,false,103,3
R,178,JPN,R,190,ESP,33,37,71,43,false,false,22,4
R,183,SVK,R,180,ESP,2230,1767,12,27,false,false,300,8
R,178,BEL,R,170,BEL,101,40,456,791,false,false,17,5
R,196,CRO,R,168,BEL,2386,722,592,902,false,false,79,3
R,180,ARG,R,198,SWE,1354,1198,1619,501,false,false,764,0
R,175,ESP,R,183,SUI,798,714,570,311,false,false,276,6
L,185,FIN,R,173,FRA,1065,722,2061,1095,true,false,53,3
R,180,ESP,R,190,ARG,206,246,1542,754,false,true,36,5
R,180,GER,R,188,ECU,1526,1310,1696,817,false,false,44,0
R,193,SWE,R,185,ARG,1691,666,470,390,false,false,8,0
R,178,JPN,R,183,SVK,34,40,2233,1768,false,false,319,12
R,196,CRO,R,178,BEL,2399,724,105,42,true,false,27,0
R,180,ARG,R,175,ESP,1360,1198,799,717,true,false,44,1
